nom|tipus|numero_inscripcio|data_inscripcio|adreca|poblacio|codiPostal|comarca|classificacioGeneral|classificacioEspecifica
Fundació per a la Promoció de l'Open Society Iniciative for Europe (OSIFE) - Fundació per a la Promoció de la Iniciativa per a una Societat Oberta a Europa (OSIFE)|Fundació|2759|2013/03/04|Carrer d'Elisabets , 22-24|Barcelona|08001|Barcelonès|Cultural|Cultural
Fundació per a la Recerca, Docència i Formació en l'Àmbit Sanitari|Fundació|1092|1997/09/05|Avinguda del Dr. Josep Laporte , 2|Reus|43204|Baix Camp|Docent i Fins Científics|Fins científics ; Docent
Fundació per a la Tercera Edat Celso Costa|Fundació|2752|2012/12/21|Ronda General Mitre , 145, 2n 1a|Barcelona|08022|Barcelonès|Assistencial|Assistencial
Fundació per a la Universitat Oberta de Catalunya|Fundació|842|1994/11/24|Avinguda del Tibidabo , 39|Barcelona|08035|Barcelonès|Docent|Docent ; Gestió centres d'ensenyament
Fundació per a les malalties Neuro-musculars|Fundació|2067|2005/02/03|Carrer Cuba , 2|Barcelona|08030|Barcelonès|Assistencial|Assistencial ; Discapacitats
Fundació per al Comerç, Indústria i Serveis de Sant Cugat del Vallès (Sant Cugat Actiu)|Fundació|518|1991/12/02|Plaça de la Vila , 1|Sant Cugat del Vallès|08172|Vallès Occidental|Cultural|Cultural ; Promoció
Fundació per el Desenvolupament Social "FUNDESOC"|Fundació|956|1996/02/28|Carrer Aprestadora , 158|Hospitalet de Llobregat|08902|Barcelonès|Assistencial i Cultural|Aturats ; Assistencial ; Cultural
Fundació per l'Acreditació i el Desenvolupament Assistencial, Fundació Privada|Fundació|2027|2004/10/21|Carrer Provença , 293, pral.|Barcelona|08037|Barcelonès|Cultural, Assistencial i Fins Científics|Editorials ; Cultural ; Fins científics ; Assistencial
Fundació per l'Avenç i Desenvolupament de la Infermeria Catalana (F.A.D.I.C.)|Fundació|878|1995/03/14|Rambla Nova , 112, entl.|Tarragona|43001|Tarragonès|Cultural i Docent|Docent ; Cultural
Fundació per l'Educació i la Salut Mental|Fundació|654|1993/03/26|Carrer Escoles Pies , 119-121|Barcelona|08017|Barcelonès|Assistencial|Discapacitats ; Assistencial
Fundació per l'Estudi de la Hipertensió Arterial dels Hospitals Comarcals de Catalunya|Fundació|617|1992/06/26|Carrer Bergantí Caupolican , 21|Masnou|08320|Maresme|Fins Científics|Fins científics
Fundació per la Bioquímica Clínica i la Patologia Molecular|Fundació|525|1991/05/10|Rambla de Catalunya , 60, 2n 1a|Barcelona|08007|Barcelonès|Fins Científics|Fins científics
Fundació per la Formació, Investigació i Foment dels Oficis de la Carn i dels Productes Carnics de Catalunya, Fundació Privada|Fundació|1063|1997/04/10|Carrer Consell de Cent , 80|Barcelona|08015|Barcelonès|Cultural|Altres activitats formatives ; Cultural
Fundació per la Indústria. Sabadell 1559|Fundació|1503|2001/01/23|Carrer Sant Quirze , 30|Sabadell|08201|Vallès Occidental|Cultural|Cultural
Fundació per la Investigació i el Tractament de la Ludopatia i altres Adiccions|Fundació|1189|1998/06/30|Carrer Concili de Trento , 136, int., bxs. 3a|Barcelona|08020|Barcelonès|Assistencial|Atenció mèdica no hospitalària ; Assistencial
Fundació per la Navegació Oceànica Barcelona|Fundació|2324|2007/06/08|Moll de Llevant , 1|Barcelona|08039|Barcelonès|Cultural|Cultural
Fundació per la Promoció de Barcelona|Fundació|429|1989/04/21|Passeig Isabel II , 1|Barcelona|08003|Barcelonès|Cultural|Promoció ; Cultural
Fundació privada International Graduate School of Catalonia (IGSOC)|Fundació|1907|2003/12/02|Carrer Via Laietana , 28|Barcelona|08003|Barcelonès|Docent|Docent ; Altres activitats formatives
Fundació privada per a la promoció comercial i defensa del medi ambient de La Jonquera, La Jonquera en Acció|Fundació|2244|2006/09/18|Carrer Major , 2|Jonquera|17700|Alt Empordà|Cultural|Cultural
Fundació Àmbit Ecologia Emocional|Fundació|1677|2002/08/02|Carrer Rocafort , 242, bis, 3r|Barcelona|08029|Barcelonès|Cultural|Cultural ; Promoció
Fundació Àngel Soler Daniel|Fundació|152|1989/06/14|Carrer Amsterdam , 10-12, 2n 2a|Sabadell|08209|Vallès Occidental|Docent|Assistencial ; Famílies ; Docent
Fundació Ètnia Barcelona|Fundació|2987|2016/09/29|Carrer Espaseria , 1|Barcelona|08003|Barcelonès|Cultural|Cultural
Fundació Òrbita Güell|Fundació|2922|2015/10/30|Carrer Abat Safont , 1|Besalú|17850|Garrotxa|Cultural|Cultural
Fundación African Futures|Fundació|3031|2017/07/13|Avinguda Vallvidrera , 18, 2n 1a|Barcelona|08017|Barcelonès|Assistencial|Assistencial
Fundación Alba Pérez, Lucha Contra el Cáncer Infantil.|Fundació|2919|2015/10/14|Avinguda Mare de Déu de Bellvitge , 158, 2n 2a|Hospitalet de Llobregat|08907|Barcelonès|Cultural|Cultural
Fundación Angelina Macià de Borrell|Fundació|886|1995/04/07|Carrer Bonaplata , 45, bxs.|Barcelona|08034|Barcelonès|Assistencial|Assistencial ; Pobres i indigents
Fundación Antonio Cabré|Fundació|2934|2015/12/10|Avinguda Constitució , 244, local 5|Castelldefels|08860|Baix Llobregat|Cultural|Cultural
Fundación Asistencial Benigno Sampedro Galdo|Fundació|439|1989/06/06|Carrer Sant Sever , 4|Barcelona|08002|Barcelonès|Assistencial|Assistencial ; 3a edat
Fundación Benéfica Privada Patricia y Carlos Mueller (Fundación  PACAMU)|Fundació|1029|1997/01/03|Carrer Balmes , 76, pral. 1a|Barcelona|08007|Barcelonès|Assistencial|Assistencial ; Pobres i indigents ; Atenció mèdica no hospitalària
Fundación Benéfico - Social Serra Carbonell, Fundación Privada|Fundació|265|1986/09/18|Carrer de la Església , 139|Calella|08370|Maresme|Assistencial|Assistencial ; Discapacitats
Fundación Bertran, Fundación Privada|Fundació|178|1985/06/10|Passeig de Gràcia , 12|Barcelona|08007|Barcelonès|Cultural|Realització actes culturals ; Cultural
Fundación Caminoterapia Barcelona|Fundació|2970|2016/06/03|Avinguda Madrid , 145, entl. 3a|Barcelona|08028|Barcelonès|Cultural|Cultural
Fundación Carmen y Luis Bassat|Fundació|1553|2001/05/31|Avinguda Josep Tarradellas , 123|Barcelona|08029|Barcelonès|Assistencial|Assistencial ; Discapacitats
Fundación Casa de Rusia en Barcelona|Fundació|2666|2011/03/09|Carrer Josep Anselm Clavé , 31|Barcelona|08002|Barcelonès|Cultural|Cultural
Fundación Centro Sri Aurobindo|Fundació|316|1987/07/24|Carrer Santa Rosalia , 15-16, 2n 2a|Barcelona|08035|Barcelonès|Cultural|Cultural ; Religioses
Fundación Change a Life - Regenerate a Life|Fundació|2724|2012/04/24|Carrer Ganduxer , 10, A, 6è 1a|Barcelona|08021|Barcelonès|Cultural, Assistencial i Fins Científics|Assistencial ; Fins científics ; Cultural
Fundación Chökyi Ö|Fundació|2976|2016/07/25|Carrer Pare Gallissà , 13, D, 4t A|Vic|08500|Osona|Cultural|Cultural
Fundación Cirh|Fundació|2652|2010/12/15|Plaça Eguilaz , 14, bxs.|Barcelona|08017|Barcelonès|Fins Científics|
Fundación Conde de Barcelona|Fundació|381|1988/06/29|Avinguda Diagonal , 477, 16|Barcelona|08036|Barcelonès|Cultural|Promoció ; Cultural
Fundación Corachán|Fundació|1270|1999/03/23|Carrer Buïgas , 19|Barcelona|08017|Barcelonès|Fins Científics|Fins científics ; Promoció
Fundación CromoSuma|Fundació|2998|2016/11/09|Carrer Ganduxer , 49, 1r 2a|Barcelona|08021|Barcelonès|Assistencial|Assistencial
Fundación Cuatrecasas|Fundació|612|1992/06/10|Avinguda Diagonal , 191|Barcelona|08018|Barcelonès|Cultural|Promoció ; Cultural ; Jurídica
Fundación Cultural Privada Bassa Catalana Quebequense|Fundació|1660|2002/06/14|Passeig Gràcia , 50, 7è 2a|Barcelona|08007|Barcelonès|Cultural|Cultural ; Promoció
Fundación Cultural Privada Casa de Andalucía de Reus|Fundació|1551|2001/05/25|Carrer De Faió , 5|Reus|43204|Baix Camp|Cultural|Cultural ; Promoció
Fundación Cultural Privada Manuel Rocamora Vidal|Fundació|624|1992/08/30|Carrer Ballester , 12|Barcelona|08023|Barcelonès|Cultural|Preservació del patrimoni cultural ; Cultural
Fundación Cultural Privada Padre Damián|Fundació|416|1989/02/20|Avinguda República Argentina , 230|Barcelona|08023|Barcelonès|Cultural|Altres activitats formatives ; Cultural ; Docent
Fundación DKV Integralia|Fundació|1364|2000/01/20|Carrer Berguedà , 1 A8|Prat de Llobregat|08820|Baix Llobregat|Assistencial|Tutelar discapacitats ; Discapacitats ; Assistencial
Fundación Deportiva de Hípica Adaptada Federica Cerdá|Fundació|2702|2011/11/23|Carrer de Sants , 299, 2n 2a|Barcelona|08028|Barcelonès|Assistencial i Cultural|Cultural ; Assistencial
Fundación Diario de un Cuidador|Fundació|2902|2015/04/20|Carrer Pau Claris , 168, 2n 2a|Barcelona|08010|Barcelonès|Assistencial i Cultural|Cultural ; Assistencial
Fundación Dignus Laudis|Fundació|1561|2001/06/28|Carrer La Riera , 122|Mataró|08301|Maresme|Cultural|Cultural ; Promoció
Fundación Educación y Cooperación|Fundació|790|1994/05/25|Carrer Guillem Tell , 47|Barcelona|08006|Barcelonès|Assistencial|Assistencial ; Cooperació al desenvolupament
Fundación Elizalde|Fundació|166|1985/05/16|Ronda General Mitre , 154, àtic  1a|Barcelona|08006|Barcelonès|Cultural|Preservació del patrimoni cultural ; Cultural
Fundación Escuela Suiza|Fundació|1003|1996/07/16|Carrer Alfons XII , 95-105|Barcelona|08006|Barcelonès|Docent|Gestió centres d'ensenyament ; Docent
Fundación España Salud|Fundació|3047|2018/01/19|Carrer Ganduxer , 132, 6è 1a|Barcelona|08022|Barcelonès|Assistencial i Fins Científics|Fins científics ; Assistencial
Fundación Europa Mundo sin Caries. Fundación Privada|Fundació|1618|2002/02/11|Passeig Gràcia , 8-10, 2n 2a|Barcelona|08007|Barcelonès|Assistencial|Assistencial ; Cooperació al desenvolupament
Fundación Flaquer|Fundació|2851|2014/07/22|Carrer Mas Flaquer , s/n|Cantallops|17708|Alt Empordà|Cultural i Docent|Docent ; Cultural
Fundación Foundawtion|Fundació|2953|2016/03/03|Carrer Alzina , 1|Barcelona|08024|Barcelonès|Cultural|Cultural
Fundación Francisco-Javier Crespo Royo|Fundació|2739|2012/07/25|Carrer Goleta Polacra Constanza , 10|Masnou|08320|Maresme|Assistencial i Fins Científics|Fins científics ; Assistencial
Fundación Friends - Fundación Privada|Fundació|2096|2005/05/19|Carrer Aragó , 227, pral.|Barcelona|08007|Barcelonès|Assistencial|Assistencial ; Atenció mèdica no hospitalària
Fundación Funicoop|Fundació|2959|2016/04/18|Carrer Cervantes , 36, local 3|Mollet del Vallès|08100|Vallès Oriental|Cultural|Cultural
Fundación Global Tomato Foundation|Fundació|2874|2014/12/09|Carrer Parellades , 39, 1r 1a|Sitges|08870|Garraf|Cultural|Cultural
Fundación Inceptum|Fundació|2917|2015/10/14|Carrer Rector Triadó , 31, bxs.|Barcelona|08014|Barcelonès|Cultural|Cultural
Fundación Inov-Culture|Fundació|2733|2012/07/03|Carrer Samt Esteve , 9|Madremanya|17462|Gironès|Cultural|
Fundación Instituto para la Excelencia Clínica y Sanitaria (FINPECS)|Fundació|2164|2006/01/31|Carrer Papa Pius XI , 40, 1r|Sabadell|08208|Vallès Occidental|Assistencial|
Fundación Inés Arnaiz|Fundació|3041|2017/12/19|Avinguda Josep Tarradellas , 131, ent. 2a|Barcelona|08029|Barcelonès|Assistencial|Assistencial ; Fins científics
Fundación JEB Andrews Foundation|Fundació|2914|2015/07/09|Carrer Cristòfol Mestre , 74|Sant Pere de Ribes|08810|Garraf|Assistencial|Assistencial
Fundación Javier Berché|Fundació|2729|2012/05/10|Avinguda Diagonal , 463, bis, 3r 1a|Barcelona|08036|Barcelonès|Cultural i Docent|Docent ; Cultural
Fundación Krishnamurti Latinoamericana|Fundació|707|1993/07/13|Carrer Ernest Solvany , 10|Súria|08260|Bages|Cultural i Docent|Docent ; Promoció ; Cultural
Fundación LOVAAS|Fundació|1800|2003/05/09|Avinguda de la Torreblanca , 57|Sant Cugat del Vallès|08172|Vallès Occidental|Assistencial i Fins Científics|Fins científics ; Assistencial ; Atenció mèdica no hospitalària
Fundación La Casa Ámbar|Fundació|2891|2015/03/02|Carrer Maignon , 10|Barcelona|08024|Barcelonès|Assistencial i Cultural|
Fundación La Farola|Fundació|1001|1996/07/16|Rambla Catalunya , 12, 2n|Barcelona|08008|Barcelonès|Assistencial i Cultural|Assistencial ; Pobres i indigents ; Cultural
Fundación Leo Messi|Fundació|2767|2013/06/06|Avinguda Diagonal , 682, 9è A|Barcelona|08034|Barcelonès|Assistencial|Assistencial
Fundación Make-A-Wish Spain Ilusiones|Fundació|1384|2000/03/06|Carrer Comte d'Urgell , 240-250, 5è B|Barcelona|08036|Barcelonès|Assistencial i Cultural|Assistencial ; Infància i adolescència ; Cultural
Fundación Mare Nostrum para el Desarrollo de la Salud|Fundació|2912|2015/07/09|Camí Canal Xerta-Senia Km.10 (Polígon 14, parcela 31)|Aldover|43591|Baix Ebre|Cultural|Cultural
Fundación Maria Teresa Rodó|Fundació|2008|2004/07/22|Carrer Bisbe Català , 2, 5è|Barcelona|08034|Barcelonès|Assistencial i Cultural|Famílies ; Cultural ; Cooperació al desenvolupament ; Assistencial
Fundación María Loreto Sullá Gabernet|Fundació|2438|2008/05/06|Carrer Bertran , 28, 2n 1a|Barcelona|08023|Barcelonès|Assistencial|Assistencial
Fundación Mauricio y Carlota Botton|Fundació|3032|2017/07/20|Camí de Collblanch (Finca La Gramanosa) , s/n.|Avinyonet del Penedès|08793|Alt Penedès|Cultural|Cultural
Fundación Melon District|Fundació|2875|2014/12/22|Carrer Sancho de Ávila , 22|Barcelona|08018|Barcelonès|Cultural|Cultural
Fundación My Life Design|Fundació|2479|2008/09/12|Carrer Cap de Tortosa , 13|Cambrils|43850|Baix Camp|Cultural|Cultural
Fundación Nazareth|Fundació|1056|1997/04/04|Avinguda d'Esplugues , 42|Barcelona|08034|Barcelonès|Assistencial|Infància i adolescència ; Assistencial
Fundación Neuf 72 Celeste|Fundació|2946|2016/02/17|Carrer Can Bruixa , 18, entl. 3a|Barcelona|08028|Barcelonès|Assistencial i Cultural|
Fundación Oncológica de Catalunya|Fundació|197|1986/01/08|Avinguda Gran Via , 199-203, 2n|Hospitalet de Llobregat|08907|Barcelonès|Assistencial|Assistencial ; Hospitalàries
Fundación Oxfam Intermón|Fundació|259|1986/08/11|Carrer Gran Via de les Corts Catalanes , 641|Barcelona|08010|Barcelonès|Assistencial i Cultural|Cultural ; Cooperació al desenvolupament ; Assistencial
Fundación Palacio-Espasa|Fundació|2885|2015/02/06|Avinguda d'Esplugues , 108, C 1a|Barcelona|08034|Barcelonès|Assistencial|Assistencial
Fundación Patronato Ponsich Pro Enfermos y Ancianos|Fundació|62|1984/07/11|Avinguda Diagonal , 459, 2n 2a|Barcelona|08036|Barcelonès|Assistencial|Assistencial ; 3a edat
Fundación Paulino Torras Domènech|Fundació|325|1987/10/08|Carrer Sants , 14-16, pral.|Barcelona|08014|Barcelonès|Assistencial|Pobres i indigents ; Assistencial
Fundación Pineda para el Fomento y Desarrollo de la Enseñanza y la Cultura|Fundació|631|1992/09/27|Avinguda Josep Tarradellas , 145, 3r 2a|Barcelona|08029|Barcelonès|Cultural|Docent ; Altres activitats formatives ; Cultural
Fundación Presbiteriana de Literatura Reformada|Fundació|2969|2016/06/03|Carrer Sant Salvador , 98, bxs.|Barcelona|08024|Barcelonès|Cultural|Cultural
Fundación Privada ABB|Fundació|2071|2005/02/23|Carrer Ausiàs March , 25, 3r|Barcelona|08010|Barcelonès|Assistencial|Atenció mèdica no hospitalària ; Assistencial
Fundación Privada Agentes Marítimos de Barcelona|Fundació|1283|1999/04/30|Avinguda Drassanes , 6-8, 13è 1a|Barcelona|08001|Barcelonès|Cultural|Promoció ; Cultural
Fundación Privada Alfonso Corral|Fundació|1337|1999/11/10|Carrer Balmes , 81, 1r 1a|Barcelona|08008|Barcelonès|Cultural|Cultural ; Promoció
Fundación Privada Algoritmos sin Fronteras|Fundació|2369|2007/11/13|Carrer Els Artesans , 10|Cerdanyola del Vallès|08290|Vallès Occidental|Fins Científics|Fins científics
Fundación Privada Alorda-Derksen|Fundació|2409|2008/02/29|Carrer Bruc , 96|Barcelona|08009|Barcelonès|Cultural|Cultural
Fundación Privada Altarriba, Amigos de los Animales|Fundació|1217|1998/10/02|Carrer Pau Claris , 87, 2n 1a|Barcelona|08010|Barcelonès|Cultural|Mediambientals ; Cultural
Fundación Privada Amigos de Rimkieta|Fundació|2505|2008/11/10|Carrer Bonaplata , 5, ent. 4a|Barcelona|08034|Barcelonès|Cultural|Cultural
Fundación Privada América Nativa|Fundació|1832|2003/06/27|Carrer Bruc , 37, bxs.|Barcelona|08010|Barcelonès|Cultural|Cultural ; Realització actes culturals
Fundación Privada Anepal|Fundació|3023|2017/05/31|Carrer Pau Casals , 4, entl. 2a|Castelldefels|08860|Baix Llobregat|Cultural, Assistencial i Docent|Cultural ; Docent ; Assistencial
Fundación Privada Arena|Fundació|1781|2003/03/26|Carrer Consell de Cent , 276, 3r|Barcelona|08007|Barcelonès|Assistencial|Sindicals i polítiques ; Assistencial ; Cultural
Fundación Privada Artículo 1./|Fundació|2431|2008/04/18|Carrer Muntaner , 328, 4t 1a|Barcelona|08021|Barcelonès|Cultural|Cultural
Fundación Privada Aspanide|Fundació|1290|1999/06/10|Carrer Nàpols , 41, 3r|Santa Coloma de Gramenet|08921|Barcelonès|Assistencial i Docent|Assistencial ; Docent ; Discapacitats
Fundación Privada Barcelona International Centre for Advanced Design, BICAD|Fundació|1882|2003/10/21|Carrer Pellaires , 30-38|Barcelona|08019|Barcelonès|Docent|Gestió centres d'ensenyament ; Docent
Fundación Privada Benjamin Franklin|Fundació|242|1986/06/04|Carrer Martorell i Peña , 9|Barcelona|08017|Barcelonès|Cultural i Docent|Gestió centres d'ensenyament ; Docent ; Cultural
Fundación Privada Bertrand-Peral|Fundació|1650|2002/05/15|Carrer Sant Pere Màrtir , 15|Barcelona|08012|Barcelonès|Assistencial|Discapacitats ; Assistencial
Fundación Privada Bosque Mediterraneo|Fundació|1345|1999/11/26|Carrer De Ramon Berenguer IV , 51-53|Tortosa|43500|Baix Ebre|Cultural|Cultural ; Mediambientals
Fundación Privada Bufí y Planas|Fundació|1132|1997/12/31|Carretera Argentona a Dosrius , Km., 2.1 Nau|Dosrius|08319|Maresme|Cultural|Editorials ; Realització actes culturals ; Cultural
Fundación Privada Carla Bellmunt|Fundació|2643|2010/09/30|Plaça Calvó , 3|Barcelona|08022|Barcelonès|Cultural, Assistencial i Fins Científics|Assistencial ; Fins científics ; Cultural
Fundación Privada Carmen y María José Godó|Fundació|161|1985/05/07|Avinguda Via Laietana , 20, 1r 11|Barcelona|08003|Barcelonès|Assistencial|Infància i adolescència ; Assistencial
Fundación Privada Casa Casero|Fundació|1935|2004/03/03|Carrer Juneda , 25, 1r C|Lleida|25001|Segrià|Assistencial|Assistencial ; Famílies
Fundación Privada Casa Sefarad Internacional|Fundació|2521|2008/12/03|Carrer Travessera de Gràcia , 21, 5è 1a|Barcelona|08021|Barcelonès|Cultural|Cultural
Fundación Privada Catalana Concepción Font, para Huérfanos, Enfermos y Ancianos|Fundació|2647|2010/11/12|Carrer Aribau , 173, ent. 1a|Barcelona|08036|Barcelonès|Assistencial|Assistencial
Fundación Privada Causa Pía Morell|Fundació|1148|1998/02/26|Avinguda Alcalde Rovira Roure , 34, 8è 2a|Lleida|25006|Segrià|Assistencial|Assistencial
